Name,Age,Height_cm,Weight_kg,Preferred_foot,Best_Position,Acceleration,Aggression,Agility,Balance,Ball_Control,Composure,Crossing,Curve,Defensive_Awareness,Dribbling,Finishing,Free_Kick_Accuracy,Heading_Accuracy,Interceptions,Jumping,Long_Passing,Long_Shots,Penalties,Positioning,Reactions,Short_Passing,Shot_Power,Sliding_Tackle,Sprint_Speed,Stamina,Standing_Tackle,Strength,Vision,Volleys,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,GK_Speed,Weak_Foot,Attacking_Work_Rate,Defensive_Work_Rate,Body_Type,Dribbling_Reflexes,Defending_Pace,Physical_Positioning,Pace_Diving,Passing_Kicking,Shooting_Handling
F. Ceccherini,29,187,75,Right,CB,62,71,64,62,62,63,49,40,77,61,39,26,64,76,80,53,48,23,41,76,65,56,78,64,61,77,76,45,34,8,13,11,10,9,,4,Medium,Medium,Normal (185+),63,76,71,63,53,43
Manquillo,27,178,76,Right,RB,74,68,71,68,74,64,75,72,73,72,32,46,61,74,67,62,44,46,66,70,70,69,73,66,75,74,60,39,37,14,7,14,12,13,,3,Medium,Medium,Normal (170-185),72,72,66,70,63,44
Jang Hyeon Soo,29,183,83,Right,CB,67,64,58,48,68,72,37,33,81,61,25,25,75,74,72,75,21,48,22,75,72,38,68,66,77,77,75,60,29,13,15,14,9,13,,3,Medium,High,Normal (170-185),63,77,73,66,59,28
A. Maxim,30,177,73,Right,CAM,75,48,90,80,77,70,70,81,27,80,68,74,40,43,52,72,73,74,69,71,74,68,23,64,64,30,52,75,72,14,8,9,9,10,,4,High,Medium,Normal (170-185),79,32,54,69,73,70
B. Dack,27,173,71,Right,CAM,78,80,81,81,75,77,68,76,46,76,75,69,64,55,58,69,69,62,79,68,73,70,48,73,63,56,77,73,61,10,7,15,16,9,,4,High,Medium,Stocky (170-185),76,53,73,75,71,72
O. Nguette,26,182,76,Right,LW,88,51,81,71,76,72,68,62,43,77,66,55,58,31,71,62,66,70,75,72,70,70,32,82,62,40,68,69,55,7,8,8,7,15,,3,High,Medium,Lean (170-185),76,40,63,85,67,67
G. Fernandez,29,178,75,Right,CAM,73,59,69,68,76,69,69,75,68,78,65,74,47,59,71,74,76,59,71,76,76,75,59,67,80,73,70,76,51,9,14,6,11,6,,3,Medium,Medium,Normal (170-185),75,65,70,70,74,69
S. Boufal,27,175,67,Right,LM,81,47,89,84,79,72,70,75,16,79,62,63,35,19,38,65,65,69,73,63,75,70,32,77,51,40,52,73,70,9,16,10,14,7,,4,Medium,Low,Lean (170-185),79,27,50,79,72,66
K. Linetty,26,176,73,Right,CM,72,79,73,79,76,70,60,62,72,74,64,36,56,76,78,74,64,50,68,74,78,70,70,62,76,74,61,76,38,13,8,11,14,6,,3,High,High,Normal (170-185),75,72,69,67,71,63
Gilberto,28,181,76,Right,RB,80,78,71,74,70,70,73,42,68,69,52,65,64,72,62,64,56,51,71,68,71,62,72,76,77,74,72,68,38,8,14,15,10,13,,2,High,Low,Normal (170-185),70,71,74,78,68,55
K. Akpoguma,26,192,85,Right,CB,75,69,54,51,63,60,60,31,77,59,45,27,72,75,58,62,38,48,45,73,67,70,77,86,65,76,76,38,35,14,13,10,12,7,,4,Medium,Medium,Normal (185+),60,76,71,81,55,48
R. Khedira,27,188,84,Right,CDM,54,81,59,57,68,67,42,38,74,57,34,41,73,79,69,64,51,46,43,72,68,58,76,43,82,76,79,59,29,9,13,11,12,8,,3,Medium,Medium,Normal (185+),62,76,80,48,58,43
M. Grimes,25,178,70,Left,CM,60,64,77,76,75,65,73,73,63,68,52,71,39,73,64,76,66,60,53,74,79,69,68,63,90,74,56,73,49,16,15,6,7,15,,5,Medium,High,Lean (170-185),72,66,67,62,75,59
Jordi,27,192,88,Right,GK,44,22,36,49,24,30,13,18,10,20,16,14,12,21,57,21,15,10,14,64,25,53,17,46,31,18,63,44,13,75,73,71,71,78,45,3,Medium,Medium,Normal (185+),,,,,,
W. Zimmerman,28,191,89,Right,CB,44,83,42,51,64,70,39,33,72,48,52,38,78,72,82,66,40,56,48,71,69,57,68,58,78,72,87,44,49,13,14,8,10,9,,3,Medium,Medium,Normal (185+),55,72,84,52,54,50
J. Hendrix,26,181,75,Left,CDM,66,80,69,74,70,69,58,52,70,67,54,45,69,74,75,77,57,53,66,69,74,71,73,64,80,72,73,64,54,14,8,12,8,11,,2,Medium,High,Normal (170-185),69,72,76,65,67,59
Hernâni,29,179,73,Left,RM,91,56,84,77,75,75,70,74,38,84,63,69,55,21,63,60,66,73,74,66,65,77,23,91,66,19,58,63,67,8,11,7,8,6,,2,Medium,Low,Lean (170-185),80,29,60,91,66,68
R. López,28,184,74,Right,RB,81,51,71,53,68,67,84,75,65,72,54,77,66,68,58,77,77,68,68,62,72,83,71,83,81,66,71,64,60,10,12,9,6,10,,3,High,Medium,Lean (170-185),69,67,69,82,74,66
R. Christie,26,178,71,Left,CAM,78,79,82,81,74,77,72,75,65,76,71,71,53,61,66,70,70,74,74,70,73,76,70,81,74,69,78,72,50,13,9,12,7,8,,4,High,High,Lean (170-185),76,65,77,80,72,71
J. Mojica,28,185,73,Left,LB,90,73,72,59,73,70,75,74,64,72,62,64,55,71,75,69,61,60,69,66,72,80,70,91,71,72,71,65,43,13,8,14,9,15,,2,High,Low,Lean (185+),71,68,72,91,70,65
M. Rangel,30,187,80,Right,ST,53,54,70,53,72,67,49,60,40,66,79,62,79,31,85,50,72,80,80,72,60,78,23,65,74,25,80,68,78,8,8,8,13,15,,3,High,Medium,Normal (185+),68,36,74,60,58,77
P. Díaz,26,178,76,Right,CB,75,88,67,60,70,65,69,39,67,65,45,41,74,76,88,71,49,60,65,71,73,60,71,76,82,71,76,70,39,13,9,15,15,15,,3,Medium,High,Normal (170-185),67,71,81,76,68,50
J. Ramírez,28,174,72,Left,CM,78,70,78,74,78,72,64,68,60,79,73,56,47,66,34,73,72,68,72,70,76,68,59,75,81,68,60,74,49,12,13,9,6,10,,3,High,Medium,Normal (170-185),78,62,66,76,71,70
F. Pizzini,27,178,78,Right,RM,81,54,82,79,75,79,71,79,39,79,69,51,60,38,57,71,71,63,69,69,75,69,32,75,67,37,69,71,59,7,11,10,9,11,,3,High,Medium,Normal (170-185),78,40,65,78,72,69
J. Burrai,30,188,82,Right,GK,47,27,41,55,17,45,17,12,20,20,19,12,12,27,73,24,16,29,14,70,24,53,14,40,36,15,62,60,17,75,72,70,73,75,44,2,Medium,Medium,Normal (185+),,,,,,
H. Villalba,26,172,75,Left,RM,91,67,91,83,76,66,64,69,44,75,67,55,60,38,52,63,73,63,72,73,69,85,30,90,71,52,56,68,70,13,8,8,10,12,,4,High,Medium,Normal (170-185),77,45,62,90,66,72
A. Aguerre,30,181,76,Right,GK,49,23,45,57,19,50,14,18,15,17,20,18,17,19,71,23,14,22,11,72,27,47,12,43,34,19,62,56,16,75,72,63,73,76,47,2,Medium,Medium,Normal (170-185),,,,,,
M. Bíttolo,31,170,62,Left,LB,72,67,67,77,69,66,82,80,65,70,44,38,59,72,76,71,45,47,59,73,74,50,72,80,74,70,58,66,35,11,6,16,15,12,,2,High,Medium,Lean (170-),70,68,65,76,72,46
F. Lertora,30,176,73,Right,CDM,62,84,68,58,70,68,62,68,73,68,58,58,74,74,80,64,50,60,58,70,72,74,73,63,81,74,73,68,56,8,7,14,8,7,,3,Low,Medium,Normal (170-185),68,74,78,63,67,60
J. Silva,27,179,72,Left,LB,74,82,73,70,73,67,71,71,74,72,48,70,55,70,70,63,69,55,66,71,70,79,71,71,79,73,72,60,62,15,6,9,13,10,,3,Medium,Medium,Normal (170-185),72,71,76,72,67,60
L. Montipò,25,191,82,Right,GK,40,24,46,49,20,50,15,17,10,19,20,15,17,18,54,16,14,29,15,71,17,53,11,42,35,19,55,40,18,74,71,70,72,76,41,2,Medium,Medium,Normal (185+),,,,,,
A. Schlager,25,184,77,Right,GK,32,26,34,45,23,33,20,14,24,13,14,16,17,13,59,18,18,22,6,72,25,50,16,37,24,18,55,34,13,75,69,66,73,77,34,3,Medium,Medium,Normal (170-185),,,,,,
D. Turuç,28,177,75,Left,RM,75,67,77,76,74,74,78,82,51,74,65,79,50,64,64,77,76,74,65,73,74,81,55,74,80,61,69,72,64,10,11,16,11,13,,3,High,Medium,Normal (170-185),74,57,71,74,76,71
D. Kreilach,32,186,78,Right,ST,48,74,63,62,74,72,56,70,67,73,75,76,80,64,90,74,75,64,76,79,75,78,55,40,91,62,85,72,70,14,8,8,9,13,,3,High,Medium,Normal (185+),72,65,85,44,70,75
J. Broun,35,190,90,Right,GK,41,18,30,44,16,27,14,14,30,15,17,12,16,17,68,22,18,23,18,72,24,52,19,45,30,14,79,38,17,71,68,69,76,77,43,3,Medium,Medium,Stocky (185+),,,,,,
R. Delgado,31,178,78,Left,CB,81,83,79,79,74,79,69,83,71,71,55,69,69,73,80,71,67,67,73,73,73,83,71,79,80,73,81,73,55,9,13,7,14,11,,3,High,Medium,Normal (170-185),74,72,81,80,72,65
N. Domínguez,31,183,71,Right,CB,59,67,67,65,72,80,59,53,75,66,58,57,72,74,69,75,60,55,55,69,76,77,74,58,68,75,80,73,43,15,13,12,11,16,,3,Medium,Medium,Normal (170-185),69,74,74,58,70,61
P. Mainka,26,194,86,Right,CB,48,74,52,56,60,72,39,36,75,45,30,37,75,76,50,58,37,40,35,70,64,64,74,52,75,77,84,44,33,11,9,9,14,6,,3,Medium,High,Normal (185+),53,76,78,50,51,39
R. Ortiz,31,174,75,Left,CDM,76,87,87,79,70,72,59,61,74,70,60,55,60,75,74,69,77,61,68,68,72,82,65,81,86,70,82,71,52,12,15,16,10,12,,2,High,High,Stocky (170-185),72,71,84,79,67,68
J. Seri,29,170,73,Right,CDM,75,68,86,80,81,79,72,80,67,74,64,78,57,67,66,80,71,67,67,70,81,74,66,55,75,70,61,74,47,14,13,9,10,12,,4,Medium,Medium,Lean (170-),78,67,66,64,77,67
K. Moore,28,196,83,Right,ST,75,73,52,50,72,68,58,62,39,68,74,45,84,42,73,55,58,67,73,71,58,77,44,79,73,47,90,54,68,10,10,13,8,9,,3,High,Medium,Normal (185+),67,47,82,77,56,71
M. Mevlja,31,190,83,Right,CB,71,63,65,52,58,75,52,42,78,55,34,42,72,78,63,71,32,47,35,71,69,47,77,69,71,77,81,54,48,9,12,12,14,13,,3,Medium,High,Normal (185+),59,77,74,70,60,38
G. Haraguchi,30,179,68,Right,CAM,85,39,87,84,77,70,65,72,46,77,70,54,51,37,65,63,72,56,64,72,75,57,42,83,87,46,41,73,56,16,11,11,11,7,,4,High,High,Lean (170-185),78,44,53,84,70,66
M. Samatta,28,183,80,Right,ST,81,65,75,69,70,75,69,65,32,71,69,57,75,18,88,45,67,69,76,72,76,77,23,80,75,28,74,63,76,12,14,9,7,9,,4,Medium,Medium,Normal (170-185),71,31,73,80,66,71
K. Billiat,30,170,60,Right,CF,82,56,78,80,73,77,71,65,40,85,73,71,64,51,74,68,66,76,71,68,69,80,47,87,66,47,65,71,68,14,8,8,10,7,,4,High,Medium,Lean (170-),79,47,64,85,70,73
S. Adamyan,28,184,78,Right,CAM,80,66,79,73,75,65,58,57,53,79,77,39,63,22,73,58,69,60,74,72,73,72,26,79,75,25,68,69,71,14,15,10,15,10,,3,High,Medium,Normal (170-185),76,37,70,79,64,73
A. Oyongo,30,176,70,Left,LB,84,74,85,75,70,70,69,69,68,73,54,64,42,66,72,64,62,59,68,72,69,68,70,86,87,71,71,68,45,13,11,9,8,8,,2,High,Medium,Stocky (170-185),73,66,76,85,68,59
V. Karavaev,26,175,70,Right,RB,76,69,71,73,69,72,76,66,68,68,56,63,62,62,64,69,69,55,70,69,71,74,72,77,86,74,59,66,54,14,13,12,9,10,,4,High,High,Lean (170-185),69,68,68,77,70,63
Simy,29,198,84,Right,ST,53,79,69,36,60,71,29,45,20,60,81,36,82,22,32,39,66,77,82,79,57,75,22,63,63,28,90,46,78,16,10,11,10,15,,3,Medium,Low,Lean (185+),61,29,78,59,45,77
I. Pussetto,25,180,74,Right,ST,79,33,76,69,76,70,65,43,25,80,76,42,67,12,71,62,67,69,78,71,70,74,25,77,67,18,66,58,64,6,14,11,11,10,,4,High,Medium,Lean (170-185),77,25,60,78,63,73
M. Valjent,25,187,83,Right,CB,68,78,74,65,66,56,39,54,77,62,25,30,75,62,82,59,47,26,52,64,67,49,75,65,83,80,83,53,40,8,15,13,9,10,,2,Medium,Medium,Normal (185+),64,75,82,66,55,36
S. Klaiber,26,184,76,Right,RB,77,75,68,62,68,71,71,69,72,64,54,65,64,67,74,62,72,52,67,71,74,82,69,82,86,71,81,68,56,16,13,12,15,14,,2,High,Medium,Stocky (170-185),66,70,81,80,70,64
A. Sanabria,25,181,73,Right,ST,72,32,82,75,77,75,67,73,42,73,75,64,74,21,77,63,65,69,78,73,73,74,15,74,65,20,71,72,67,8,14,9,14,13,,4,High,Medium,Normal (170-185),75,32,62,73,70,72
M. Diagne,29,191,86,Right,ST,65,55,41,39,70,74,56,67,21,61,78,48,83,19,61,45,70,72,77,73,61,81,29,64,59,25,88,60,68,7,10,10,10,8,,4,Medium,Low,Normal (185+),62,29,73,64,57,76
N. Orsini,26,191,92,Right,ST,83,65,70,81,71,68,45,43,33,65,75,33,76,22,75,59,66,71,74,73,65,77,19,85,69,25,82,61,64,11,6,16,6,16,,3,High,Low,Normal (185+),69,31,75,84,57,73
P. Billing,25,197,80,Left,CM,55,76,54,49,75,74,60,74,70,74,65,68,73,74,61,77,70,52,69,76,75,84,70,62,77,74,80,68,68,11,7,10,14,13,,3,Medium,Medium,Lean (185+),71,72,78,59,71,70
E. Ponce,24,180,80,Right,ST,78,45,75,76,73,70,59,68,39,74,76,57,75,29,79,50,65,66,75,73,65,76,28,76,74,30,74,57,67,12,16,7,7,6,,3,Medium,Medium,Normal (170-185),74,37,68,77,60,73
Douglas Tanque,27,188,92,Left,ST,50,53,38,36,66,69,29,48,29,65,77,64,79,19,51,39,69,65,80,74,73,82,29,50,72,28,93,54,70,15,10,12,14,14,,3,Medium,Low,Stocky (185+),62,32,78,50,54,76
R. Thomas,26,174,64,Right,CM,75,73,76,75,79,72,66,62,62,78,65,63,42,74,79,76,63,63,69,74,77,70,59,70,78,58,60,75,61,10,12,6,8,9,,4,High,High,Normal (170-185),77,61,68,72,73,66
David Raya,25,183,75,Right,GK,58,29,70,45,40,46,12,18,28,17,19,15,20,11,70,30,14,26,15,72,40,57,13,46,29,14,38,64,20,73,73,76,70,74,53,3,Medium,Medium,Normal (170-185),,,,,,
U. Saltnes,28,187,78,Right,CM,74,80,73,56,73,73,63,64,64,72,71,55,70,70,74,73,64,56,72,73,76,66,62,70,93,65,82,73,55,16,6,9,10,14,,3,High,High,Lean (185+),72,66,84,72,71,67
T. Leibold,27,174,72,Left,LB,87,76,85,85,74,69,75,75,67,74,54,62,54,69,78,69,54,59,67,73,72,66,71,75,81,68,63,73,57,15,10,14,13,7,,3,High,Medium,Normal (170-185),75,67,71,80,72,57
M. Barrios,30,162,65,Right,RM,94,52,92,94,70,74,72,64,54,76,63,65,49,49,65,58,59,59,67,69,71,74,25,90,78,31,36,73,69,9,8,11,15,9,,2,High,Low,Stocky (170-),76,43,51,92,69,65
A. Roa,28,175,67,Right,CAM,76,62,84,79,76,79,74,78,56,79,65,74,62,46,71,67,66,59,72,71,77,74,47,77,63,64,59,75,44,16,6,14,9,10,,3,High,Medium,Normal (170-185),78,56,61,77,74,66
Raul,31,187,80,Left,CB,54,80,56,51,55,75,56,37,75,54,50,43,81,74,83,62,54,51,46,72,66,67,71,51,71,74,82,53,49,10,9,7,13,12,,3,Medium,High,Normal (185+),56,75,79,52,58,54
Helder Costa,27,179,77,Left,RM,86,49,81,76,76,70,68,74,32,77,65,69,44,18,34,62,63,69,72,72,69,73,25,85,68,29,54,71,61,7,6,11,14,12,,4,Medium,Medium,Lean (170-185),76,29,56,85,68,67
L. Boye,25,183,79,Right,ST,72,78,71,68,78,67,60,65,43,81,74,36,72,50,75,57,68,66,73,71,63,73,38,73,68,45,85,67,65,14,7,11,15,7,,2,High,Low,Normal (170-185),77,47,79,73,61,72
T. Adarabioyo,23,196,78,Right,CB,62,70,58,53,66,76,38,30,75,48,30,22,71,73,75,68,28,35,28,71,73,36,74,71,70,77,80,46,25,14,11,11,8,9,,3,Low,Medium,Lean (185+),57,75,75,67,55,31
F. Woodman,24,190,83,Right,GK,45,32,38,37,22,54,14,15,10,17,16,13,20,26,48,26,14,20,12,72,26,53,20,50,30,21,46,38,16,74,70,70,73,74,47,2,Medium,Medium,Lean (185+),,,,,,
J. Kayembe,26,180,73,Left,LWB,82,67,76,71,75,73,71,62,63,77,61,44,58,72,82,66,63,41,69,70,69,66,68,86,76,72,68,68,55,9,8,11,16,14,,4,High,Medium,Normal (170-185),75,68,71,84,67,62
E. Aguilera,32,187,93,Right,CB,60,77,30,31,50,58,37,64,77,40,30,73,74,75,75,60,62,79,50,70,60,77,67,63,73,81,85,45,30,8,16,13,16,8,,2,Low,High,Normal (185+),44,77,80,62,53,49
J. Lucero,29,182,75,Right,ST,79,57,69,81,72,65,58,59,27,68,74,43,81,33,91,59,66,67,78,76,69,72,25,75,63,29,73,58,66,15,8,10,14,6,,4,High,Medium,Lean (170-185),70,34,68,77,61,71
Joelinton,24,186,81,Right,ST,74,78,69,66,74,72,44,52,29,75,70,38,75,45,76,58,62,61,72,72,75,81,38,77,73,48,82,69,65,9,13,8,13,13,,3,Medium,Medium,Normal (185+),73,43,79,76,62,70
S. Prevljak,26,187,80,Right,ST,67,75,71,59,73,75,62,64,25,69,82,59,65,16,70,57,71,66,79,73,63,75,12,73,76,16,76,57,72,15,11,11,12,11,,3,High,Medium,Normal (185+),70,23,76,70,61,77
Eraso,31,181,72,Right,CAM,62,80,50,53,75,74,64,53,47,73,72,59,54,67,72,76,74,53,79,79,78,70,57,57,80,64,70,77,59,10,15,9,9,14,,3,High,Medium,Lean (170-185),71,58,75,59,73,71
R. Zentner,26,194,96,Right,GK,65,38,30,45,19,32,17,14,21,13,14,16,18,18,60,26,13,25,10,73,30,48,13,65,27,17,81,22,15,74,70,64,72,79,65,3,Medium,Medium,Stocky (185+),,,,,,
J. Kenny,24,176,67,Right,RB,75,78,68,73,72,65,69,61,68,68,30,49,64,74,74,67,62,53,64,75,70,74,75,68,78,74,63,55,51,6,13,16,13,15,,2,High,Medium,Lean (170-185),70,71,70,71,65,49
L. Hoyos,32,183,76,Right,GK,65,42,62,67,35,63,23,30,23,25,16,21,19,29,73,31,17,29,18,70,41,51,23,57,45,23,60,48,19,79,69,68,66,80,62,3,Medium,Medium,Normal (170-185),,,,,,
R. Henry,23,170,66,Left,LB,92,76,89,90,72,64,67,48,68,69,40,39,37,72,92,50,34,43,65,71,67,43,68,91,80,72,61,54,33,13,12,12,6,12,,2,High,Medium,Lean (170-),73,67,70,91,60,40
O. Aina,24,184,82,Right,RB,87,68,73,77,72,69,71,60,66,75,54,42,65,71,72,67,65,49,65,65,70,73,73,80,77,74,75,66,52,7,14,10,10,9,,4,Medium,Medium,Normal (170-185),73,70,74,83,67,60
S. Mounie,26,190,83,Right,ST,61,77,58,52,74,70,60,52,39,68,74,41,84,42,92,59,68,66,76,69,68,76,39,66,70,41,84,64,68,14,15,6,12,15,,3,Medium,High,Normal (185+),68,45,80,64,62,73
K. Lasagna,28,186,80,Left,ST,85,40,80,72,76,74,60,66,26,74,69,42,71,30,75,50,66,66,79,76,66,76,18,89,66,20,69,58,72,8,14,13,15,15,,3,High,Medium,Lean (185+),75,29,63,87,60,70
I. Provedel,27,192,84,Right,GK,44,27,38,44,18,62,21,13,22,16,17,13,17,22,56,23,20,22,16,70,29,50,21,40,28,22,56,52,14,75,73,66,72,75,42,2,Medium,Medium,Lean (185+),,,,,,
J. Duque,29,174,68,Right,CDM,63,81,73,72,69,72,46,46,72,58,43,39,59,80,73,62,39,45,53,74,73,50,68,64,88,72,68,62,33,11,13,8,10,7,,3,Medium,High,Normal (170-185),65,72,76,64,61,44
A. Masina,27,191,87,Left,LB,54,66,63,42,73,72,74,64,69,69,30,35,72,72,64,68,46,31,58,69,69,63,76,69,75,75,75,60,37,14,14,13,7,6,,3,Medium,High,Normal (185+),68,72,73,62,66,42
Sidcley,28,176,75,Left,LB,78,67,79,83,75,68,63,69,68,80,63,52,58,77,71,71,69,59,68,68,74,69,73,81,72,76,71,69,48,15,10,9,7,14,,3,Medium,Medium,Normal (170-185),77,72,70,80,69,65
Lekue,28,180,70,Right,RB,87,67,72,69,73,66,71,69,68,74,67,56,61,72,68,64,68,53,71,72,70,60,68,79,73,69,70,70,41,15,16,13,13,9,,3,High,Medium,Lean (170-185),73,68,70,83,69,64
Merquelanz,26,176,72,Left,LM,73,65,72,75,75,69,77,76,25,74,77,80,41,48,52,68,77,73,71,68,76,81,55,71,67,60,67,75,66,12,14,14,7,7,,3,Medium,Medium,Normal (170-185),74,45,66,72,75,77
C. Mayada,30,174,73,Right,RB,93,69,81,76,69,74,59,70,69,72,59,66,63,71,76,69,70,65,65,72,70,73,65,91,93,68,73,74,64,12,15,9,10,14,,3,High,Medium,Normal (170-185),72,68,77,92,68,65
M. Campaña,32,186,70,Right,GK,42,27,42,44,31,54,21,15,25,18,16,13,18,26,62,28,17,23,18,71,32,54,20,48,28,16,79,60,12,72,73,72,76,74,44,3,Medium,Medium,Normal (185+),,,,,,
Murilo,26,177,68,Left,RM,91,32,87,70,76,68,66,69,21,77,69,72,58,23,67,57,66,70,67,71,66,76,23,88,77,21,71,65,68,13,11,8,9,7,,3,Medium,Medium,Normal (170-185),77,25,65,89,65,70
P. Gallese,31,191,79,Right,GK,45,22,34,57,22,53,21,12,23,19,20,17,18,25,58,24,12,22,18,76,31,52,19,49,30,19,49,59,20,75,67,69,72,75,47,3,Medium,Medium,Normal (185+),,,,,,
M. Trauco,28,175,62,Left,LB,72,79,69,73,76,74,76,75,68,76,37,64,51,71,69,73,64,49,70,71,76,71,73,67,78,74,66,69,49,12,10,12,10,8,,3,Medium,Medium,Normal (170-185),75,69,72,69,74,52
D. Verde,25,168,64,Left,RW,84,58,89,92,78,71,69,81,41,77,68,77,46,24,38,60,77,71,70,72,65,85,35,84,67,37,33,70,60,7,12,14,9,12,,3,Medium,Low,Normal (170-),79,36,47,84,67,73
C. Domínguez,26,179,74,Right,LM,80,70,74,68,74,74,69,68,55,75,68,71,56,45,67,66,69,71,74,72,72,74,32,78,74,33,71,70,63,15,10,12,15,6,,2,High,High,Normal (170-185),74,44,71,79,70,70
Pere Milla,28,184,72,Left,ST,79,45,78,66,76,65,69,63,40,79,76,58,69,32,51,60,72,62,72,70,74,77,28,74,77,30,65,66,62,10,10,14,14,14,,2,Medium,Low,Lean (170-185),76,37,63,76,68,74
J. Morris,26,183,84,Right,LM,87,79,79,69,72,69,61,48,42,73,69,53,69,32,87,70,61,72,79,69,76,82,27,91,73,30,85,66,61,15,9,8,14,8,,2,High,High,Stocky (170-185),73,38,81,89,68,70
Leo Jardim,26,188,82,Right,GK,40,27,35,54,18,28,12,18,11,18,16,17,14,24,54,24,18,19,17,74,27,51,14,43,42,16,56,57,12,76,72,68,69,75,41,2,Medium,Medium,Normal (185+),,,,,,
L. Villarruel,30,173,74,Right,CDM,76,72,74,73,73,65,60,61,70,66,65,55,53,74,66,70,65,45,65,69,73,65,73,69,79,74,72,73,47,14,16,15,13,6,,3,High,Medium,Normal (170-185),69,71,73,72,68,63
C. Espinoza,26,173,73,Right,RM,85,50,81,79,73,74,73,65,50,74,62,61,41,38,34,66,64,58,69,68,71,74,36,82,86,41,63,72,65,16,8,12,7,8,,4,High,High,Normal (170-185),74,43,65,83,70,65
O. Colley,28,191,87,Left,CB,60,84,59,44,62,70,44,38,66,44,28,37,79,70,62,52,31,33,28,72,62,41,74,75,76,77,88,32,24,8,7,7,14,13,,3,Medium,High,Lean (185+),54,72,83,68,48,31
I. Hagi,22,182,72,Right,CF,78,57,85,69,75,71,71,80,38,76,70,68,60,32,47,72,74,67,72,71,75,71,33,75,84,31,67,76,66,6,9,16,15,13,,5,Medium,Medium,Normal (170-185),76,36,68,76,74,71
J. Jankto,25,180,74,Left,LM,76,68,74,74,75,73,70,70,68,74,70,50,68,64,59,71,74,50,76,72,72,78,64,75,69,68,58,73,60,7,16,9,14,15,,3,High,High,Lean (170-185),74,67,63,75,70,71
G. Scamacca,22,195,85,Right,ST,67,55,61,54,76,65,22,68,40,70,76,68,74,24,82,45,71,68,77,62,69,77,20,72,54,23,83,59,72,12,10,11,7,12,,3,Medium,Medium,Normal (185+),69,33,70,70,54,75
G. Alcala,28,179,74,Right,GK,59,22,56,65,19,43,18,13,20,13,17,17,18,11,78,22,19,21,12,71,24,49,19,59,40,12,66,37,16,73,73,65,74,73,59,2,Medium,Medium,Normal (170-185),,,,,,
L. Gamba,34,170,70,Right,ST,93,27,91,81,80,76,64,66,28,72,74,70,63,23,80,61,77,61,77,68,76,69,22,84,68,23,72,74,64,10,8,16,7,7,,3,High,Medium,Normal (170-),77,28,62,88,70,73
C. Borja,28,180,73,Left,LB,86,68,75,67,70,61,71,46,69,69,49,42,58,70,74,66,60,46,59,68,68,45,71,85,77,70,75,62,31,13,11,15,12,6,,2,Medium,Medium,Normal (170-185),69,69,74,85,65,50
F. Sotoca,30,187,77,Right,ST,77,71,73,53,73,72,70,61,34,69,73,63,75,38,88,65,65,68,76,74,69,74,42,83,88,43,78,68,70,13,15,12,11,14,,3,High,High,Lean (185+),70,42,80,80,68,71
D. Barbona,26,179,69,Right,RM,76,48,72,64,71,65,73,71,39,74,66,67,45,30,68,69,59,59,74,67,73,68,38,84,74,40,70,75,60,8,6,13,12,11,,4,High,Medium,Normal (170-185),72,38,67,80,72,65
C. Gonzalez,28,183,80,Right,ST,60,64,61,66,70,67,39,28,30,65,78,32,81,28,87,48,62,75,79,70,67,78,23,62,71,32,82,56,70,14,6,13,13,7,,3,High,Low,Normal (170-185),67,35,76,61,53,74
M. Mittelstädt,24,180,71,Left,LB,79,64,77,78,73,60,73,72,68,74,59,35,66,77,83,69,69,37,64,70,70,72,67,81,73,74,63,60,43,13,10,7,13,13,,3,High,Medium,Lean (170-185),73,71,67,80,67,62
C. Guanca,28,174,78,Left,CAM,79,54,76,68,74,70,67,59,38,75,78,51,63,41,68,69,75,59,74,70,72,74,33,78,76,35,71,71,59,9,12,7,8,16,,3,High,Low,Normal (170-185),74,40,69,78,69,75
A. Toure,25,183,81,Right,RWB,69,66,65,66,74,69,74,70,69,75,62,35,70,70,74,65,45,40,67,70,69,66,73,87,69,75,75,65,30,11,15,7,7,12,,3,Medium,Medium,Normal (170-185),73,72,72,79,67,57
B. Valdez,28,180,84,Right,CB,53,70,47,55,64,65,61,28,71,47,32,31,83,75,92,63,30,48,51,68,66,44,72,71,82,74,82,47,39,7,15,8,15,14,,3,Low,High,Normal (170-185),54,74,80,63,57,36
Jorge Miramón,32,175,74,Right,RB,72,69,71,73,73,66,77,68,71,67,58,59,65,70,62,72,53,63,65,68,74,61,71,74,80,72,72,73,54,11,10,15,14,13,,3,High,Medium,Normal (170-185),70,71,73,73,73,58
M. Jensen,25,180,68,Right,CM,68,68,82,77,74,79,72,70,71,69,61,68,50,71,67,76,67,69,69,74,76,62,57,67,80,62,66,78,50,5,13,10,8,12,,4,High,Medium,Lean (170-185),73,65,70,67,75,63
Ruben Alcaraz,30,183,81,Right,CM,60,80,57,67,75,75,73,76,74,68,66,78,74,76,80,81,80,66,62,77,73,77,70,61,86,73,80,69,67,10,14,9,12,13,,4,Low,High,Normal (170-185),70,74,82,61,74,71
